Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,06-06-2019,Kolkata,Banglore,21:10,07-06-2021 09:20,12h 10m,1 stop,No info,14571.0
IndiGo,27-06-2019,Banglore,Delhi,16:55,19:55,3h,non-stop,No info,4823.0
Air India,03-03-2019,Delhi,Cochin,07:05,04-03-2021 09:25,26h 20m,2 stops,No info,9400.0
Air India,24-06-2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,5510.0
Jet Airways,21-03-2019,Banglore,New Delhi,07:00,15:15,8h 15m,1 stop,In-flight meal not included,7832.0
Jet Airways,06-05-2019,Kolkata,Banglore,17:00,07-05-2021 22:05,29h 5m,1 stop,No info,11467.0
SpiceJet,01-03-2019,Chennai,Kolkata,09:30,12:05,2h 35m,non-stop,No info,7298.0
Jet Airways,09-03-2019,Banglore,New Delhi,08:00,13-03-2021 09:30,25h 30m,1 stop,In-flight meal not included,11087.0
Jet Airways,27-05-2019,Delhi,Cochin,21:50,28-05-2021 19:00,21h 10m,1 stop,In-flight meal not included,12898.0
Jet Airways,18-05-2019,Kolkata,Banglore,18:55,19-05-2021 12:00,17h 5m,1 stop,In-flight meal not included,10844.0
Multiple carriers,03-06-2019,Delhi,Cochin,08:45,19:00,10h 15m,1 stop,No info,12524.0
SpiceJet,27-05-2019,Chennai,Kolkata,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0
Vistara,06-05-2019,Kolkata,Banglore,17:00,07-05-2021 09:05,16h 5m,1 stop,No info,8137.0
Air India,18-05-2019,Kolkata,Banglore,10:00,19-05-2021 01:20,15h 20m,2 stops,No info,13243.0
Air India,06-06-2019,Delhi,Cochin,18:05,21:10,3h 5m,non-stop,No info,6094.0
Jet Airways,01-06-2019,Delhi,Cochin,07:05,12:35,5h 30m,1 stop,In-flight meal not included,12898.0
Jet Airways,06-03-2019,Banglore,New Delhi,14:05,07-03-2021 08:15,18h 10m,1 stop,In-flight meal not included,13502.0
IndiGo,27-06-2019,Kolkata,Banglore,22:15,28-06-2021 00:50,2h 35m,non-stop,No info,4804.0
Jet Airways,01-05-2019,Kolkata,Banglore,18:55,02-05-2021 10:05,15h 10m,1 stop,In-flight meal not included,8586.0
Multiple carriers,27-03-2019,Delhi,Cochin,18:00,28-03-2021 01:35,7h 35m,1 stop,No info,6673.0
Jet Airways,27-03-2019,Delhi,Cochin,19:10,28-03-2021 19:45,24h 35m,2 stops,No info,10929.0
SpiceJet,18-05-2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,3597.0
Multiple carriers,27-05-2019,Delhi,Cochin,14:00,28-05-2021 01:30,11h 30m,1 stop,In-flight meal not included,6943.0
Jet Airways,21-03-2019,Delhi,Cochin,10:45,22-03-2021 18:50,32h 5m,2 stops,In-flight meal not included,9270.0
Jet Airways,27-06-2019,Banglore,Delhi,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769.0
Air India,01-04-2019,Kolkata,Banglore,09:50,21:05,11h 15m,1 stop,No info,8030.0
Jet Airways,27-06-2019,Banglore,Delhi,08:20,11:20,3h,non-stop,In-flight meal not included,6478.0
Air India,06-03-2019,Mumbai,Hyderabad,06:00,07-03-2021 11:55,29h 55m,2 stops,No info,14219.0
Jet Airways,24-03-2019,Kolkata,Banglore,21:10,25-03-2021 18:10,21h,1 stop,In-flight meal not included,10031.0
SpiceJet,09-04-2019,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,No info,4423.0
Jet Airways,12-05-2019,Kolkata,Banglore,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064.0
Jet Airways,09-06-2019,Kolkata,Banglore,20:00,10-06-2021 18:15,22h 15m,1 stop,No info,14571.0
Jet Airways,27-03-2019,Delhi,Cochin,08:00,28-03-2021 04:25,20h 25m,1 stop,No info,12452.0
Jet Airways,21-04-2019,Banglore,Delhi,15:15,18:10,2h 55m,non-stop,No info,7229.0
Jet Airways,01-04-2019,Banglore,Delhi,17:45,20:45,3h,non-stop,In-flight meal not included,4544.0
Air India,06-06-2019,Delhi,Cochin,10:55,07-06-2021 07:40,20h 45m,2 stops,No info,11753.0
Jet Airways,27-06-2019,Delhi,Cochin,20:55,28-06-2021 12:35,15h 40m,1 stop,In-flight meal not included,10262.0
Air India,27-04-2019,Delhi,Cochin,18:05,21:10,3h 5m,non-stop,No info,5411.0
SpiceJet,24-03-2019,Banglore,New Delhi,09:35,12:30,2h 55m,non-stop,No info,4377.0
Multiple carriers,03-06-2019,Delhi,Cochin,08:45,19:15,10h 30m,1 stop,No info,9001.0
Air Asia,24-03-2019,Banglore,New Delhi,11:10,13:55,2h 45m,non-stop,No info,3383.0
Jet Airways,01-05-2019,Kolkata,Banglore,18:55,02-05-2021 04:40,9h 45m,1 stop,In-flight meal not included,8586.0
Multiple carriers,27-05-2019,Delhi,Cochin,09:00,21:00,12h,1 stop,No info,7618.0
IndiGo,12-06-2019,Delhi,Cochin,06:50,12:10,5h 20m,1 stop,No info,5298.0
IndiGo,15-05-2019,Delhi,Cochin,16:10,22:30,6h 20m,1 stop,No info,6412.0
Jet Airways,27-05-2019,Delhi,Cochin,13:25,28-05-2021 04:25,15h,2 stops,No info,16704.0
Air Asia,27-05-2019,Kolkata,Banglore,22:50,28-05-2021 01:20,2h 30m,non-stop,No info,3807.0
Air India,15-05-2019,Delhi,Cochin,17:15,16-05-2021 19:15,26h,2 stops,No info,13022.0
Jet Airways,01-04-2019,Kolkata,Banglore,18:55,02-04-2021 18:15,23h 20m,1 stop,In-flight meal not included,7064.0
Jet Airways,27-06-2019,Delhi,Cochin,13:00,28-06-2021 12:35,23h 35m,1 stop,In-flight meal not included,10262.0
Air India,01-04-2019,Kolkata,Banglore,14:35,02-04-2021 15:20,24h 45m,1 stop,No info,5006.0
Air India,09-06-2019,Delhi,Cochin,21:00,10-06-2021 07:40,10h 40m,1 stop,No info,8372.0
Jet Airways,21-05-2019,Delhi,Cochin,11:30,19:00,7h 30m,1 stop,In-flight meal not included,12898.0
Air India,24-05-2019,Kolkata,Banglore,10:00,25-05-2021 01:20,15h 20m,2 stops,No info,13873.0
IndiGo,24-05-2019,Chennai,Kolkata,13:15,15:35,2h 20m,non-stop,No info,3597.0
Jet Airways,06-05-2019,Banglore,Delhi,17:45,20:45,3h,non-stop,No info,7229.0
Multiple carriers,09-05-2019,Delhi,Cochin,13:00,21:00,8h,1 stop,No info,8073.0
SpiceJet,27-06-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543.0
Air India,21-03-2019,Banglore,New Delhi,11:50,23:55,12h 5m,1 stop,No info,5092.0
Air India,12-06-2019,Kolkata,Banglore,20:30,13-06-2021 20:25,23h 55m,1 stop,No info,10203.0
Jet Airways,06-03-2019,Banglore,New Delhi,08:00,15:15,7h 15m,1 stop,No info,19225.0
Air India,06-06-2019,Kolkata,Banglore,10:00,07-06-2021 01:20,15h 20m,2 stops,No info,13033.0
Multiple carriers,27-03-2019,Delhi,Cochin,15:05,28-03-2021 01:35,10h 30m,1 stop,No info,12327.0
Multiple carriers,09-03-2019,Delhi,Cochin,00:20,07:40,7h 20m,1 stop,In-flight meal not included,13977.0
Jet Airways,21-03-2019,Delhi,Cochin,22:00,22-03-2021 04:25,6h 25m,1 stop,No info,12242.0
IndiGo,09-06-2019,Kolkata,Banglore,19:35,23:15,3h 40m,1 stop,No info,5276.0
Air Asia,15-06-2019,Delhi,Cochin,16:45,16-06-2021 07:10,14h 25m,1 stop,No info,6853.0
Jet Airways,24-05-2019,Kolkata,Banglore,18:55,25-05-2021 12:00,17h 5m,1 stop,In-flight meal not included,10844.0
Air India,06-05-2019,Kolkata,Banglore,12:00,07-05-2021 11:10,23h 10m,2 stops,No info,10676.0
IndiGo,15-03-2019,Banglore,New Delhi,05:25,10:10,4h 45m,1 stop,No info,8021.0
Jet Airways,18-05-2019,Delhi,Cochin,21:50,19-05-2021 04:25,6h 35m,1 stop,No info,15554.0
Multiple carriers,21-05-2019,Delhi,Cochin,04:55,19:15,14h 20m,1 stop,No info,7575.0
Air India,09-05-2019,Kolkata,Banglore,14:30,10-05-2021 12:30,22h,2 stops,No info,15107.0
Jet Airways,06-05-2019,Kolkata,Banglore,09:35,19:10,9h 35m,1 stop,No info,13067.0
SpiceJet,01-03-2019,Banglore,New Delhi,10:20,18:15,7h 55m,1 stop,No info,23267.0
Vistara,06-06-2019,Kolkata,Banglore,20:20,07-06-2021 18:50,22h 30m,1 stop,No info,8820.0
GoAir,12-06-2019,Delhi,Cochin,07:00,12:55,5h 55m,1 stop,No info,5281.0
IndiGo,24-06-2019,Kolkata,Banglore,11:30,14:05,2h 35m,non-stop,No info,4804.0
Air India,06-06-2019,Kolkata,Banglore,09:25,18:30,9h 5m,1 stop,No info,8366.0
Vistara,24-03-2019,Kolkata,Banglore,20:20,25-03-2021 20:25,24h 5m,1 stop,No info,11105.0
Jet Airways,18-05-2019,Kolkata,Banglore,18:55,19-05-2021 09:20,14h 25m,1 stop,In-flight meal not included,9663.0
Multiple carriers,21-03-2019,Delhi,Cochin,04:45,18:50,14h 5m,1 stop,No info,11098.0
Multiple carriers,27-03-2019,Delhi,Cochin,04:45,19:15,14h 30m,1 stop,No info,7574.0
SpiceJet,24-03-2019,Banglore,New Delhi,20:30,23:20,2h 50m,non-stop,No info,5575.0
Multiple carriers,09-06-2019,Delhi,Cochin,10:20,19:00,8h 40m,1 stop,No info,11789.0
Jet Airways,15-06-2019,Delhi,Cochin,05:30,19:00,13h 30m,2 stops,No info,13292.0
IndiGo,15-05-2019,Banglore,Delhi,00:30,03:25,2h 55m,non-stop,No info,3419.0
Air India,24-03-2019,Kolkata,Banglore,20:30,25-03-2021 08:55,12h 25m,1 stop,No info,12173.0
Jet Airways,12-03-2019,Banglore,New Delhi,05:45,23:00,17h 15m,1 stop,No info,13817.0
Jet Airways,27-05-2019,Banglore,Delhi,07:10,10:10,3h,non-stop,In-flight meal not included,4030.0
Air India,06-05-2019,Kolkata,Banglore,20:45,23:20,2h 35m,non-stop,No info,4145.0
Jet Airways,18-05-2019,Delhi,Cochin,19:30,19-05-2021 04:25,8h 55m,2 stops,No info,15129.0
SpiceJet,21-06-2019,Mumbai,Hyderabad,05:45,07:15,1h 30m,non-stop,No info,2753.0
Multiple carriers,06-06-2019,Delhi,Cochin,07:30,19:15,11h 45m,1 stop,No info,7354.0
Air India,27-03-2019,Delhi,Cochin,12:00,19:15,7h 15m,2 stops,No info,10493.0
Jet Airways,21-05-2019,Kolkata,Banglore,21:10,22-05-2021 09:20,12h 10m,1 stop,No info,14781.0
Air Asia,01-05-2019,Kolkata,Banglore,07:35,23:30,15h 55m,1 stop,No info,5192.0
IndiGo,24-04-2019,Delhi,Cochin,05:05,16:10,11h 5m,1 stop,No info,6171.0
Jet Airways,27-05-2019,Delhi,Cochin,05:30,19:00,13h 30m,2 stops,No info,15129.0
Air Asia,27-06-2019,Kolkata,Banglore,19:55,22:25,2h 30m,non-stop,No info,3807.0
Jet Airways,01-03-2019,Banglore,New Delhi,11:40,02-03-2021 07:40,20h,1 stop,No info,22270.0
Multiple carriers,21-05-2019,Delhi,Cochin,09:45,22-05-2021 00:55,15h 10m,1 stop,No info,9486.0
Jet Airways,06-06-2019,Kolkata,Banglore,20:25,07-06-2021 18:00,21h 35m,1 stop,In-flight meal not included,10539.0
Vistara,15-03-2019,Banglore,New Delhi,06:40,12:35,5h 55m,1 stop,No info,6800.0
Air India,12-05-2019,Kolkata,Banglore,07:00,13-05-2021 01:20,18h 20m,2 stops,No info,13243.0
Jet Airways,01-05-2019,Mumbai,Hyderabad,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228.0
Air India,21-03-2019,Banglore,New Delhi,08:15,23:10,14h 55m,1 stop,No info,4943.0
Multiple carriers,06-03-2019,Delhi,Cochin,07:30,15:30,8h,1 stop,No info,15147.0
Jet Airways,12-06-2019,Kolkata,Banglore,18:55,13-06-2021 23:35,28h 40m,1 stop,In-flight meal not included,8529.0
SpiceJet,01-05-2019,Mumbai,Hyderabad,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2385.0
IndiGo,12-06-2019,Mumbai,Hyderabad,20:05,21:40,1h 35m,non-stop,No info,2227.0
Jet Airways,18-05-2019,Delhi,Cochin,13:25,19-05-2021 12:35,23h 10m,2 stops,No info,15129.0
Jet Airways,21-05-2019,Delhi,Cochin,22:50,22-05-2021 04:25,5h 35m,1 stop,In-flight meal not included,12898.0
Multiple carriers,12-06-2019,Delhi,Cochin,04:55,12:35,7h 40m,1 stop,No info,10678.0
Jet Airways,09-05-2019,Delhi,Cochin,10:00,10-05-2021 12:35,26h 35m,1 stop,In-flight meal not included,12373.0
GoAir,24-04-2019,Delhi,Cochin,07:25,13:35,6h 10m,1 stop,No info,4692.0
Jet Airways,06-03-2019,Banglore,New Delhi,07:00,18:25,11h 25m,1 stop,No info,16736.0
Jet Airways,06-06-2019,Delhi,Cochin,20:00,07-06-2021 04:25,8h 25m,2 stops,In-flight meal not included,15318.0
Air India,15-06-2019,Delhi,Cochin,13:30,23:00,9h 30m,1 stop,No info,8907.0
Multiple carriers,24-06-2019,Delhi,Cochin,07:10,16:10,9h,1 stop,No info,6723.0
SpiceJet,24-03-2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,5418.0
IndiGo,24-03-2019,Banglore,New Delhi,18:25,21:20,2h 55m,non-stop,No info,7303.0
Jet Airways,24-05-2019,Kolkata,Banglore,20:25,25-05-2021 10:55,14h 30m,1 stop,No info,13067.0
IndiGo,24-06-2019,Banglore,Delhi,13:00,15:50,2h 50m,non-stop,No info,3943.0
IndiGo,03-06-2019,Kolkata,Banglore,14:25,16:55,2h 30m,non-stop,No info,5644.0
Jet Airways,18-03-2019,Banglore,New Delhi,21:25,16-03-2021 09:30,12h 5m,1 stop,No info,13555.0
IndiGo,06-04-2019,Delhi,Cochin,16:00,21:00,5h,1 stop,No info,5073.0
SpiceJet,06-03-2019,Kolkata,Banglore,22:20,07-03-2021 00:40,2h 20m,non-stop,No info,3849.0
Jet Airways,15-06-2019,Delhi,Cochin,05:30,16-06-2021 04:25,22h 55m,2 stops,No info,13292.0
Vistara,12-06-2019,Kolkata,Banglore,07:10,20:20,13h 10m,1 stop,No info,8610.0
IndiGo,21-05-2019,Mumbai,Hyderabad,02:35,04:05,1h 30m,non-stop,No info,2754.0
IndiGo,21-05-2019,Kolkata,Banglore,15:30,18:05,2h 35m,non-stop,No info,4804.0
Air India,27-06-2019,Delhi,Cochin,13:15,28-06-2021 09:25,20h 10m,2 stops,No info,8839.0
Air India,06-06-2019,Delhi,Cochin,20:15,07-06-2021 19:15,23h,2 stops,No info,13591.0
Air India,18-03-2019,Delhi,Cochin,18:05,21:10,3h 5m,non-stop,No info,4729.0
Air Asia,18-05-2019,Banglore,Delhi,04:55,07:45,2h 50m,non-stop,No info,4282.0
Jet Airways,09-06-2019,Delhi,Cochin,14:00,19:00,5h,1 stop,No info,14714.0
Jet Airways,03-06-2019,Delhi,Cochin,09:35,04-06-2021 12:35,27h,2 stops,In-flight meal not included,11507.0
Jet Airways,27-06-2019,Delhi,Cochin,18:15,28-06-2021 19:00,24h 45m,1 stop,In-flight meal not included,10262.0
Air India,03-03-2019,Delhi,Cochin,19:45,04-03-2021 19:15,23h 30m,2 stops,No info,12646.0
Air India,09-03-2019,Delhi,Cochin,21:40,10-03-2021 07:40,10h,1 stop,No info,13832.0
Jet Airways,09-06-2019,Kolkata,Banglore,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844.0
Jet Airways,09-03-2019,Delhi,Cochin,20:50,10-03-2021 18:50,22h,1 stop,In-flight meal not included,14053.0
Jet Airways,01-05-2019,Banglore,Delhi,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4030.0
Jet Airways,12-05-2019,Kolkata,Banglore,21:10,13-05-2021 18:15,21h 5m,1 stop,In-flight meal not included,10844.0
Jet Airways,12-03-2019,Banglore,New Delhi,09:45,13-03-2021 00:30,14h 45m,1 stop,No info,11507.0
IndiGo,27-06-2019,Delhi,Cochin,07:35,16:10,8h 35m,1 stop,No info,6442.0
IndiGo,03-05-2019,Chennai,Kolkata,19:35,21:55,2h 20m,non-stop,No info,3597.0
Jet Airways,18-03-2019,Banglore,New Delhi,22:50,16-03-2021 09:00,10h 10m,1 stop,No info,13555.0
Multiple carriers,27-06-2019,Delhi,Cochin,17:30,28-06-2021 01:30,8h,1 stop,No info,13377.0
Jet Airways,12-06-2019,Kolkata,Banglore,18:55,13-06-2021 18:15,23h 20m,1 stop,No info,13044.0
Air India,06-03-2019,Mumbai,Hyderabad,05:55,22:00,16h 5m,1 stop,No info,10366.0
Air India,21-03-2019,Delhi,Cochin,07:05,22-03-2021 09:25,26h 20m,2 stops,No info,7615.0
Jet Airways,21-05-2019,Delhi,Cochin,13:25,22-05-2021 12:35,23h 10m,2 stops,No info,15129.0
SpiceJet,27-05-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No info,3597.0
Jet Airways,09-06-2019,Delhi,Cochin,15:00,10-06-2021 19:00,28h,1 stop,In-flight meal not included,10262.0
Air India,24-05-2019,Kolkata,Banglore,20:30,25-05-2021 20:25,23h 55m,1 stop,No info,10413.0
Jet Airways,09-05-2019,Delhi,Cochin,21:25,10-05-2021 12:35,15h 10m,2 stops,In-flight meal not included,11507.0
Vistara,12-04-2019,Banglore,Delhi,17:00,19:35,2h 35m,non-stop,No info,5613.0
IndiGo,03-04-2019,Banglore,Delhi,06:05,08:50,2h 45m,non-stop,No info,4077.0
Jet Airways,21-05-2019,Delhi,Cochin,13:00,22-05-2021 04:25,15h 25m,1 stop,In-flight meal not included,12898.0
Jet Airways,15-03-2019,Banglore,New Delhi,16:55,13-03-2021 00:45,7h 50m,1 stop,No info,21934.0
Air India,12-05-2019,Kolkata,Banglore,10:00,13-05-2021 01:20,15h 20m,2 stops,No info,12140.0
Jet Airways,24-05-2019,Kolkata,Banglore,06:30,19:50,13h 20m,1 stop,No info,14571.0
Air India,21-05-2019,Delhi,Cochin,20:40,22-05-2021 09:25,12h 45m,1 stop,No info,7480.0
Air India,01-03-2019,Banglore,New Delhi,11:05,19:50,8h 45m,1 stop,1 Long layover,14594.0
SpiceJet,21-03-2019,Chennai,Kolkata,09:30,12:05,2h 35m,non-stop,No info,3384.0
Multiple carriers,12-06-2019,Delhi,Cochin,19:00,13-06-2021 01:30,6h 30m,1 stop,No info,7198.0
Jet Airways,09-06-2019,Delhi,Cochin,19:15,10-06-2021 12:35,17h 20m,1 stop,In-flight meal not included,10577.0
IndiGo,27-06-2019,Delhi,Cochin,17:30,28-06-2021 01:30,8h,1 stop,No info,5684.0
Jet Airways,01-05-2019,Kolkata,Banglore,14:05,22:35,8h 30m,1 stop,No info,14781.0
Jet Airways,21-03-2019,Delhi,Cochin,10:45,22-03-2021 04:25,17h 40m,2 stops,In-flight meal not included,8367.0
Air India,21-03-2019,Delhi,Cochin,16:40,22-03-2021 19:15,26h 35m,2 stops,No info,8236.0
Jet Airways,27-06-2019,Delhi,Cochin,07:05,12:35,5h 30m,1 stop,In-flight meal not included,10262.0
Jet Airways,06-06-2019,Banglore,Delhi,06:00,08:45,2h 45m,non-stop,No info,8016.0
Jet Airways,06-05-2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844.0
Multiple carriers,09-06-2019,Delhi,Cochin,13:00,10-06-2021 01:30,12h 30m,1 stop,No info,7198.0
IndiGo,12-05-2019,Kolkata,Banglore,15:15,17:45,2h 30m,non-stop,No info,4804.0
IndiGo,24-03-2019,Banglore,New Delhi,06:00,08:45,2h 45m,non-stop,No info,4777.0
Jet Airways,06-06-2019,Delhi,Cochin,14:35,07-06-2021 04:25,13h 50m,2 stops,No info,13376.0
Multiple carriers,27-06-2019,Delhi,Cochin,11:40,21:00,9h 20m,1 stop,In-flight meal not included,6007.0
IndiGo,27-06-2019,Mumbai,Hyderabad,02:35,04:05,1h 30m,non-stop,No info,2754.0
Air India,21-05-2019,Kolkata,Banglore,09:25,18:30,9h 5m,1 stop,No info,8366.0
Jet Airways,09-06-2019,Delhi,Cochin,06:45,10-06-2021 04:25,21h 40m,2 stops,No info,13376.0
Jet Airways,27-03-2019,Delhi,Cochin,06:20,18:50,12h 30m,2 stops,No info,11538.0
SpiceJet,01-05-2019,Kolkata,Banglore,11:15,18:30,7h 15m,1 stop,No info,8844.0
Jet Airways,06-06-2019,Delhi,Cochin,14:35,07-06-2021 04:25,13h 50m,2 stops,No info,13376.0
Jet Airways,18-06-2019,Mumbai,Hyderabad,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995.0
OTHERS,21-03-2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,9845.0
Jet Airways,12-06-2019,Delhi,Cochin,19:15,13-06-2021 12:35,17h 20m,1 stop,In-flight meal not included,10262.0
Air India,21-06-2019,Chennai,Kolkata,11:40,13:55,2h 15m,non-stop,No info,4667.0
Jet Airways,18-03-2019,Banglore,New Delhi,11:40,16-03-2021 09:30,21h 50m,1 stop,In-flight meal not included,11087.0
Vistara,01-05-2019,Banglore,Delhi,11:30,14:20,2h 50m,non-stop,No info,4668.0
Air India,06-05-2019,Kolkata,Banglore,05:50,07-05-2021 12:00,30h 10m,2 stops,No info,11883.0
Air India,06-05-2019,Kolkata,Banglore,09:10,13:15,4h 5m,1 stop,No info,8996.0
Jet Airways,09-05-2019,Delhi,Cochin,11:30,19:00,7h 30m,1 stop,No info,15554.0
SpiceJet,09-04-2019,Delhi,Cochin,06:05,11:20,5h 15m,1 stop,No info,5351.0
Air India,01-04-2019,Kolkata,Banglore,09:25,02-04-2021 10:30,25h 5m,2 stops,No info,12009.0
Air India,09-06-2019,Delhi,Cochin,09:45,10-06-2021 09:25,23h 40m,2 stops,No info,11185.0
Air India,12-03-2019,Mumbai,Hyderabad,16:50,13-03-2021 12:25,19h 35m,3 or 4 stops,No info,14260.0
Multiple carriers,09-05-2019,Delhi,Cochin,10:00,19:15,9h 15m,1 stop,No info,14323.0
Jet Airways,24-06-2019,Delhi,Cochin,09:40,25-06-2021 12:35,26h 55m,2 stops,In-flight meal not included,10368.0
Vistara,24-05-2019,Kolkata,Banglore,20:20,25-05-2021 23:25,27h 5m,1 stop,No info,9345.0
Jet Airways,09-05-2019,Kolkata,Banglore,18:55,10-05-2021 08:15,13h 20m,1 stop,In-flight meal not included,8586.0
Jet Airways,27-06-2019,Delhi,Cochin,23:05,28-06-2021 19:00,19h 55m,2 stops,In-flight meal not included,11150.0
Jet Airways,21-05-2019,Kolkata,Banglore,14:05,23:35,9h 30m,1 stop,No info,14781.0
Jet Airways,24-03-2019,Kolkata,Banglore,08:25,23:25,15h,1 stop,No info,13759.0
Jet Airways,15-05-2019,Kolkata,Banglore,14:05,23:35,9h 30m,1 stop,In-flight meal not included,8586.0
Jet Airways,09-05-2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0
Jet Airways,01-06-2019,Delhi,Cochin,20:55,02-06-2021 12:35,15h 40m,1 stop,In-flight meal not included,10262.0
IndiGo,21-05-2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,7006.0
Air India,01-03-2019,Banglore,New Delhi,11:50,23:55,12h 5m,1 stop,Change airports,26092.0
SpiceJet,01-04-2019,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0
Air India,03-06-2019,Delhi,Cochin,17:20,04-06-2021 09:25,16h 5m,1 stop,No info,7480.0
Vistara,06-05-2019,Kolkata,Banglore,20:20,07-05-2021 22:40,26h 20m,1 stop,No info,8452.0
Multiple carriers,18-05-2019,Delhi,Cochin,13:00,19-05-2021 01:30,12h 30m,1 stop,No info,9385.0
IndiGo,03-04-2019,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,No info,4174.0
Multiple carriers,24-06-2019,Delhi,Cochin,09:45,16:10,6h 25m,1 stop,No info,9646.0
Vistara,01-04-2019,Kolkata,Banglore,07:10,20:20,13h 10m,1 stop,No info,8452.0
IndiGo,09-05-2019,Delhi,Cochin,16:00,10-05-2021 01:30,9h 30m,1 stop,No info,9274.0
Air Asia,09-03-2019,Banglore,New Delhi,05:50,08:40,2h 50m,non-stop,No info,4284.0
Multiple carriers,27-06-2019,Delhi,Cochin,10:35,19:15,8h 40m,1 stop,No info,7155.0
Multiple carriers,21-03-2019,Delhi,Cochin,08:00,15:30,7h 30m,1 stop,No info,8307.0
SpiceJet,03-04-2019,Mumbai,Hyderabad,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965.0
Air Asia,12-05-2019,Banglore,Delhi,11:10,13:55,2h 45m,non-stop,No info,3383.0
OTHERS,21-03-2019,Delhi,Cochin,08:55,19:15,10h 20m,1 stop,No info,10161.0
Jet Airways,01-06-2019,Delhi,Cochin,19:15,02-06-2021 04:25,9h 10m,1 stop,No info,14714.0
IndiGo,09-05-2019,Kolkata,Banglore,17:35,22:15,4h 40m,1 stop,No info,5386.0
Air India,01-05-2019,Banglore,Delhi,10:00,12:45,2h 45m,non-stop,No info,6121.0
Air India,09-04-2019,Delhi,Cochin,17:15,10-04-2021 07:40,14h 25m,2 stops,No info,8052.0
IndiGo,18-05-2019,Kolkata,Banglore,21:25,19-05-2021 00:05,2h 40m,non-stop,No info,4804.0
SpiceJet,06-05-2019,Kolkata,Banglore,11:15,18:30,7h 15m,1 stop,No info,9736.0
Jet Airways,12-06-2019,Kolkata,Banglore,16:30,13-06-2021 10:05,17h 35m,1 stop,In-flight meal not included,8529.0
Jet Airways,21-05-2019,Kolkata,Banglore,20:00,22-05-2021 04:40,8h 40m,1 stop,No info,14781.0
Vistara,21-03-2019,Banglore,New Delhi,07:00,09:40,2h 40m,non-stop,No info,5403.0
SpiceJet,01-06-2019,Banglore,Delhi,05:55,08:35,2h 40m,non-stop,No info,3625.0
Jet Airways,03-03-2019,Banglore,New Delhi,08:00,07-03-2021 07:40,23h 40m,1 stop,In-flight meal not included,13502.0
IndiGo,18-03-2019,Kolkata,Banglore,22:10,19-03-2021 00:55,2h 45m,non-stop,No info,4148.0
IndiGo,18-04-2019,Kolkata,Banglore,17:15,19:50,2h 35m,non-stop,No info,4174.0
Jet Airways,06-03-2019,Delhi,Cochin,23:05,07-03-2021 04:25,5h 20m,1 stop,No info,15764.0
Multiple carriers,01-06-2019,Delhi,Cochin,16:00,02-06-2021 01:30,9h 30m,1 stop,No info,13377.0
Jet Airways,06-06-2019,Delhi,Cochin,22:50,07-06-2021 19:00,20h 10m,1 stop,No info,14714.0
Jet Airways,18-06-2019,Banglore,Delhi,08:20,11:20,3h,non-stop,No info,8016.0
Air India,21-05-2019,Kolkata,Banglore,14:30,22-05-2021 08:55,18h 25m,2 stops,No info,15107.0
Air India,12-06-2019,Delhi,Cochin,07:10,19:15,12h 5m,2 stops,No info,12488.0
Air Asia,24-06-2019,Kolkata,Banglore,19:55,22:25,2h 30m,non-stop,No info,3807.0
Jet Airways,12-06-2019,Delhi,Cochin,11:30,13-06-2021 04:25,16h 55m,1 stop,In-flight meal not included,10262.0
SpiceJet,09-05-2019,Mumbai,Hyderabad,05:45,07:15,1h 30m,non-stop,No info,2017.0
Multiple carriers,01-06-2019,Delhi,Cochin,09:45,22:30,12h 45m,1 stop,No info,9646.0
Air India,09-06-2019,Delhi,Cochin,22:00,10-06-2021 19:15,21h 15m,2 stops,No info,10441.0
Multiple carriers,09-05-2019,Delhi,Cochin,11:25,19:00,7h 35m,1 stop,No info,9103.0
Vistara,09-05-2019,Kolkata,Banglore,07:10,18:50,11h 40m,1 stop,No info,8610.0
